2002.0,0.0
2003.0,2.0
2004.0,2.47098
2005.0,3.47088
2006.0,3.99389
2007.0,4.49371
2008.0,0.99987
2009.0,1.99913
2010.0,2.3
2011.0,2.0
2012.0,2.5
2013.0,3.0
2014.0,4.5
2015.0,5.0
2016.0,6.0
2017.0,5.5
2018.0,5.0
2019.0,6.5
2002.0,0.0
2003.0,2.0
2004.0,2.47098
2005.0,3.47088
2006.0,3.99389
2007.0,4.49371
2008.0,0.99987
2009.0,1.99913
2010.0,2.3
2011.0,2.0
2012.0,2.5
2013.0,3.0
2014.0,4.5
2015.0,5.0
2016.0,6.0
2017.0,5.5
2018.0,5.0
2019.0,6.5
2002.0,0.0
2003.0,2.0
2004.0,2.47098
2005.0,3.47088
2006.0,3.99389
2007.0,4.49371
2008.0,0.99987
2009.0,1.99913
2010.0,2.3
2011.0,2.0
2012.0,2.5
2013.0,3.0
2014.0,4.5
2015.0,5.0
2016.0,6.0
2017.0,5.5
2018.0,5.0
2019.0,6.5
2002.0,0.0
2003.0,2.0
2004.0,2.47098
2005.0,3.47088
2006.0,3.99389
2007.0,4.49371
2008.0,0.99987
2009.0,1.99913
2010.0,2.3
2011.0,2.0
2012.0,2.5
2013.0,3.0
2014.0,4.5
2015.0,5.0
2016.0,6.0
2017.0,5.5
2018.0,5.0
2019.0,6.5
2020.0,7.5
